Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,836224,-,-,-,34.86,-118.17,0,712,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Solar Zenith Angle,Fill Flag,Temperature
2021,1,1,0,0,37,580,121,0,37,580,121,52.11,0.25,81.67,0,8.4
2021,1,1,0,10,32,517,92,0,32,517,92,53.54,0.25,83.33,0,8
2021,1,1,0,20,26,440,65,0,26,440,65,55.02,0.25,85.01,0,7.6000000000000005
2021,1,1,0,30,20,345,40,0,20,345,40,56.54,0.25,86.7,0,7.2
2021,1,1,0,40,13,230,20,0,13,230,20,60.2,0.25,88.37,0,6.800000000000001
2021,1,1,0,50,0,0,0,0,0,0,0,61.88,0.25,89.96000000000001,0,6.4
2021,1,1,1,0,0,0,0,0,0,0,0,63.6,0.25,92.3,0,6
2021,1,1,1,10,0,0,0,0,0,0,0,64.49,0.25,94.15,0,5.800000000000001
2021,1,1,1,20,0,0,0,0,0,0,0,64.93,0.25,96.01,0,5.7
2021,1,1,1,30,0,0,0,0,0,0,0,65.39,0.25,97.89,0,5.6000000000000005
2021,1,1,1,40,0,0,0,0,0,0,0,70.31,0.25,99.8,0,5.5
2021,1,1,1,50,0,0,0,0,0,0,0,71.29,0.25,101.71000000000001,0,5.300000000000001
2021,1,1,2,0,0,0,0,0,0,0,0,71.78,0.25,103.65,0,5.2
2021,1,1,2,10,0,0,0,0,0,0,0,72.28,0.25,105.60000000000001,0,5.1000000000000005
2021,1,1,2,20,0,0,0,0,0,0,0,72.79,0.25,107.56,0,5
2021,1,1,2,30,0,0,0,0,0,0,0,73.3,0.25,109.54,0,4.9
2021,1,1,2,40,0,0,0,0,0,0,0,75.05,0.25,111.52,0,4.800000000000001
2021,1,1,2,50,0,0,0,0,0,0,0,75.58,0.25,113.52,0,4.7
2021,1,1,3,0,0,0,0,0,0,0,0,76.64,0.25,115.53,0,4.5
2021,1,1,3,10,0,0,0,0,0,0,0,77.18,0.25,117.54,0,4.4
2021,1,1,3,20,0,0,0,0,0,0,0,77.72,0.25,119.56,0,4.3
2021,1,1,3,30,0,0,0,0,0,0,0,77.72,0.25,121.59,0,4.3
2021,1,1,3,40,0,0,0,0,0,0,0,75.79,0.25,123.63000000000001,0,4.2
2021,1,1,3,50,0,0,0,0,0,0,0,76.33,0.25,125.67,0,4.1000000000000005
2021,1,1,4,0,0,0,0,0,0,0,0,76.86,0.25,127.72,0,4
2021,1,1,4,10,0,0,0,0,0,0,0,77.4,0.25,129.76,0,3.9000000000000004
2021,1,1,4,20,0,0,0,0,0,0,0,77.95,0.25,131.81,0,3.8000000000000003
2021,1,1,4,30,0,0,0,0,0,0,0,78.5,0.25,133.86,0,3.7
2021,1,1,4,40,0,0,0,0,0,0,0,72.55,0.25,135.91,0,3.6
2021,1,1,4,50,0,0,0,0,0,0,0,73.14,0.25,137.96,0,3.5
2021,1,1,5,0,0,0,0,0,0,0,0,73.65,0.25,140.01,0,3.4000000000000004
2021,1,1,5,10,0,0,0,0,0,0,0,73.65,0.25,142.04,0,3.4000000000000004
2021,1,1,5,20,0,0,0,0,0,0,0,74.17,0.25,144.08,0,3.3000000000000003
2021,1,1,5,30,0,0,0,0,0,0,0,74.17,0.25,146.1,0,3.3000000000000003
2021,1,1,5,40,0,0,0,0,0,0,0,65.79,0.25,148.11,0,3.2
2021,1,1,5,50,0,0,0,0,0,0,0,65.79,0.25,150.1,0,3.2
2021,1,1,6,0,0,0,0,0,0,0,0,66.26,0.25,152.07,0,3.1
2021,1,1,6,10,0,0,0,0,0,0,0,66.26,0.25,154.01,0,3.1
2021,1,1,6,20,0,0,0,0,0,0,0,66.19,0.25,155.92000000000002,0,3.1
2021,1,1,6,30,0,0,0,0,0,0,0,66.66,0.25,157.78,0,3
2021,1,1,6,40,0,0,0,0,0,0,0,58.38,0.25,159.58,0,3
2021,1,1,6,50,0,0,0,0,0,0,0,58.79,0.25,161.3,0,2.9000000000000004
2021,1,1,7,0,0,0,0,0,0,0,0,58.79,0.25,162.93,0,2.9000000000000004
2021,1,1,7,10,0,0,0,0,0,0,0,58.79,0.25,164.41,0,2.9000000000000004
2021,1,1,7,20,0,0,0,0,0,0,0,59.21,0.25,165.73,0,2.8000000000000003
2021,1,1,7,30,0,0,0,0,0,0,0,59.27,0.25,166.81,0,2.8000000000000003
2021,1,1,7,40,0,0,0,0,0,0,0,54.2,0.25,167.6,0,2.8000000000000003
2021,1,1,7,50,0,0,0,0,0,0,0,54.58,0.25,168.03,0,2.7
2021,1,1,8,0,0,0,0,0,0,0,0,54.58,0.25,168.08,0,2.7
2021,1,1,8,10,0,0,0,0,0,0,0,54.58,0.25,167.74,0,2.7
2021,1,1,8,20,0,0,0,0,0,0,0,54.58,0.25,167.03,0,2.7
2021,1,1,8,30,0,0,0,0,0,0,0,54.97,0.25,166.02,0,2.6
2021,1,1,8,40,0,0,0,0,0,0,0,52.81,0.25,164.76,0,2.6
2021,1,1,8,50,0,0,0,0,0,0,0,52.81,0.25,163.31,0,2.6
2021,1,1,9,0,0,0,0,0,0,0,0,53.18,0.25,161.72,0,2.5
2021,1,1,9,10,0,0,0,0,0,0,0,53.18,0.25,160.02,0,2.5
2021,1,1,9,20,0,0,0,0,0,0,0,53.18,0.25,158.23,0,2.5
2021,1,1,9,30,0,0,0,0,0,0,0,53.18,0.25,156.39000000000001,0,2.5
2021,1,1,9,40,0,0,0,0,0,0,0,52.09,0.25,154.49,0,2.5
2021,1,1,9,50,0,0,0,0,0,0,0,52.09,0.25,152.56,0,2.5
2021,1,1,10,0,0,0,0,0,0,0,0,52.09,0.25,150.59,0,2.5
2021,1,1,10,10,0,0,0,0,0,0,0,52.09,0.25,148.61,0,2.5
2021,1,1,10,20,0,0,0,0,0,0,0,52.09,0.25,146.6,0,2.5
2021,1,1,10,30,0,0,0,0,0,0,0,52.09,0.25,144.58,0,2.5
2021,1,1,10,40,0,0,0,0,0,0,0,51.08,0.25,142.55,0,2.5
2021,1,1,10,50,0,0,0,0,0,0,0,51.08,0.25,140.51,0,2.5
2021,1,1,11,0,0,0,0,0,0,0,0,51.08,0.25,138.47,0,2.5
2021,1,1,11,10,0,0,0,0,0,0,0,51.44,0.25,136.42000000000002,0,2.4000000000000004
2021,1,1,11,20,0,0,0,0,0,0,0,51.44,0.25,134.37,0,2.4000000000000004
2021,1,1,11,30,0,0,0,0,0,0,0,51.49,0.25,132.32,0,2.4000000000000004
2021,1,1,11,40,0,0,0,0,0,0,0,50.86,0.25,130.27,0,2.3000000000000003
2021,1,1,11,50,0,0,0,0,0,0,0,50.86,0.25,128.22,0,2.3000000000000003
2021,1,1,12,0,0,0,0,0,0,0,0,51.22,0.25,126.18,0,2.2
2021,1,1,12,10,0,0,0,0,0,0,0,51.22,0.25,124.13000000000001,0,2.2
2021,1,1,12,20,0,0,0,0,0,0,0,51.22,0.25,122.10000000000001,0,2.2
2021,1,1,12,30,0,0,0,0,0,0,0,51.22,0.25,120.06,0,2.2
2021,1,1,12,40,0,0,0,0,0,0,0,50.86,0.25,118.04,0,2.1
2021,1,1,12,50,0,0,0,0,0,0,0,50.86,0.25,116.02,0,2.1
2021,1,1,13,0,0,0,0,0,0,0,0,50.86,0.25,114.01,0,2.1
2021,1,1,13,10,0,0,0,0,0,0,0,51.230000000000004,0.25,112.01,0,2
2021,1,1,13,20,0,0,0,0,0,0,0,51.230000000000004,0.25,110.02,0,2
2021,1,1,13,30,0,0,0,0,0,0,0,51.59,0.25,108.04,0,1.9000000000000001
2021,1,1,13,40,0,0,0,0,0,0,0,51.34,0.25,106.07000000000001,0,1.9000000000000001
2021,1,1,13,50,0,0,0,0,0,0,0,51.34,0.25,104.12,0,1.9000000000000001
2021,1,1,14,0,0,0,0,0,0,0,0,51.76,0.25,102.18,0,1.8
2021,1,1,14,10,0,0,0,0,0,0,0,51.03,0.25,100.26,0,2
2021,1,1,14,20,0,0,0,0,0,0,0,50.31,0.25,98.35000000000001,0,2.2
2021,1,1,14,30,0,0,0,0,0,0,0,49.6,0.25,96.46000000000001,0,2.4000000000000004
2021,1,1,14,40,0,0,0,0,0,0,0,51.59,0.25,94.59,0,2.6
2021,1,1,14,50,0,0,0,0,0,0,0,50.86,0.25,92.74,0,2.8000000000000003
2021,1,1,15,0,0,0,0,0,0,0,0,50.5,0.25,90.91,0,2.9000000000000004
2021,1,1,15,10,11,293,18,0,11,293,18,48.07,0.25,88.75,0,3.6
2021,1,1,15,20,17,412,38,0,17,412,38,46.09,0.25,87.10000000000001,0,4.2
2021,1,1,15,30,22,507,63,0,22,507,63,43.89,0.25,85.41,0,4.9
2021,1,1,15,40,26,583,90,0,26,583,90,45.51,0.25,83.72,0,5.5
2021,1,1,15,50,30,644,119,0,30,644,119,43.36,0.25,82.05,0,6.2
2021,1,1,16,0,34,695,149,0,34,695,149,41.33,0.25,80.41,0,6.9
2021,1,1,16,10,37,737,180,0,37,737,180,40.21,0.25,78.79,0,7.300000000000001
2021,1,1,16,20,39,773,210,0,39,773,210,38.87,0.25,77.21000000000001,0,7.800000000000001
2021,1,1,16,30,41,803,240,0,41,803,240,37.83,0.25,75.67,0,8.200000000000001
2021,1,1,16,40,43,830,270,0,43,830,270,35.62,0.25,74.17,0,8.700000000000001
2021,1,1,16,50,45,852,298,0,45,852,298,34.44,0.25,72.72,0,9.200000000000001
2021,1,1,17,0,47,872,326,0,47,872,326,33.53,0.25,71.31,0,9.600000000000001
2021,1,1,17,10,49,889,354,0,49,889,354,32.86,0.25,69.95,0,9.9
2021,1,1,17,20,50,905,380,0,50,905,380,32,0.25,68.64,0,10.3
2021,1,1,17,30,51,918,404,0,51,918,404,31.400000000000002,0.25,67.4,0,10.600000000000001
2021,1,1,17,40,57,919,428,0,57,919,428,28.900000000000002,0.25,66.21000000000001,0,10.9
2021,1,1,17,50,58,929,450,0,58,929,450,28.330000000000002,0.25,65.09,0,11.200000000000001
2021,1,1,18,0,60,939,471,0,60,939,471,27.78,0.25,64.03,0,11.5
2021,1,1,18,10,61,948,490,0,61,948,490,27.39,0.25,63.04,0,11.700000000000001
2021,1,1,18,20,61,955,508,0,61,955,508,27.03,0.25,62.13,0,11.9
2021,1,1,18,30,62,961,524,0,62,961,524,26.67,0.25,61.300000000000004,0,12.100000000000001
2021,1,1,18,40,64,965,538,0,64,965,538,25.12,0.25,60.550000000000004,0,12.3
2021,1,1,18,50,64,970,551,0,64,970,551,24.79,0.25,59.88,0,12.5
2021,1,1,19,0,65,974,562,0,65,974,562,24.310000000000002,0.25,59.300000000000004,0,12.8
2021,1,1,19,10,65,977,571,0,65,977,571,24.150000000000002,0.25,58.81,0,12.9
2021,1,1,19,20,65,980,579,0,65,980,579,23.84,0.25,58.410000000000004,0,13.100000000000001
2021,1,1,19,30,66,982,584,0,66,982,584,23.69,0.25,58.11,0,13.200000000000001
2021,1,1,19,40,67,982,588,0,67,982,588,22.66,0.25,57.9,0,13.4
2021,1,1,19,50,67,983,590,0,67,983,590,22.51,0.25,57.79,0,13.5
2021,1,1,20,0,67,983,591,0,67,983,591,22.22,0.25,57.77,0,13.700000000000001
2021,1,1,20,10,67,982,589,0,67,982,589,22.22,0.25,57.85,0,13.700000000000001
2021,1,1,20,20,66,981,586,0,66,981,586,22.080000000000002,0.25,58.03,0,13.8
2021,1,1,20,30,66,979,581,0,66,979,581,21.94,0.25,58.31,0,13.9
2021,1,1,20,40,67,966,569,0,67,966,569,21.52,0.25,58.68,0,13.9
2021,1,1,20,50,67,963,561,0,67,963,561,21.36,0.25,59.14,0,14
2021,1,1,21,0,66,959,550,0,66,959,550,21.36,0.25,59.69,0,14
2021,1,1,21,10,66,954,538,0,66,954,538,21.36,0.25,60.33,0,14
2021,1,1,21,20,65,949,524,0,65,949,524,21.5,0.25,61.06,0,13.9
2021,1,1,21,30,64,943,509,0,64,943,509,21.52,0.25,61.86,0,13.9
2021,1,1,21,40,64,934,492,0,64,934,492,21.56,0.25,62.75,0,13.8
2021,1,1,21,50,63,925,473,0,63,925,473,21.56,0.25,63.71,0,13.8
2021,1,1,22,0,62,916,453,0,62,916,453,21.7,0.25,64.75,0,13.700000000000001
2021,1,1,22,10,61,905,431,0,61,905,431,22.13,0.25,65.85,0,13.4
2021,1,1,22,20,59,893,408,0,59,893,408,22.42,0.25,67.02,0,13.200000000000001
2021,1,1,22,30,58,880,384,0,58,880,384,22.71,0.25,68.25,0,13
2021,1,1,22,40,58,859,358,0,58,859,358,27.77,0.25,69.53,0,12.700000000000001
2021,1,1,22,50,56,841,331,0,56,841,331,28.14,0.25,70.88,0,12.5
2021,1,1,23,0,54,821,304,0,54,821,304,28.7,0.25,72.27,0,12.200000000000001
2021,1,1,23,10,52,797,275,0,52,797,275,29.85,0.25,73.71000000000001,0,11.600000000000001
2021,1,1,23,20,49,770,246,0,49,770,246,31.27,0.25,75.2,0,10.9
2021,1,1,23,30,46,732,214,0,46,732,214,32.75,0.25,76.73,0,10.200000000000001
2021,1,1,23,40,44,689,184,0,44,689,184,39.08,0.25,78.3,0,9.600000000000001
