0,1.1
1000,1.1
2000,1.1
3000,1.1
4000,1.1
5000,1.1
6000,1.1
7000,1.1
8000,1.2
9000,1.2
10000,1.2
11000,1.2
12000,1.2
13000,1.2
14000,1.2
15000,1.2
16000,1.2
17000,1.2
18000,1.2
19000,1.2
20000,1.2
21000,1.2
22000,1.2
23000,1.2
24000,1.2
25000,1.2
26000,1.2
27000,1.2
28000,1.2
29000,1.2
30000,1.2
31000,1.2
32000,1.0
33000,1.0
34000,1.0
35000,1.0
36000,1.0
37000,1.0
38000,1.0
39000,1.0
40000,1.0
41000,1.0
42000,1.0
43000,1.0
44000,1.1
45000,1.1
46000,1.1
47000,1.1
48000,1.1
49000,1.1
50000,1.1
51000,1.1
52000,1.1
53000,1.1
54000,1.1
55000,1.1
56000,1.1
57000,1.1
58000,1.1
59000,1.1
60000,1.1
61000,1.1
62000,1.1
63000,1.1
64000,1.1
65000,1.1
66000,1.1
67000,1.1
68000,1.1
69000,1.1
70000,1.1
71000,1.1
72000,1.1
73000,1.1
74000,1.1
75000,1.1
76000,1.1
77000,1.1
78000,1.1
79000,1.1
80000,1.2
81000,1.2
82000,1.2
83000,1.2
84000,1.2
85000,1.2
86000,1.2
87000,1.2
88000,1.2
89000,1.2
90000,1.2
91000,1.2
92000,1.2
93000,1.2
94000,1.2
95000,1.2
96000,1.2
97000,1.2
98000,1.2
99000,1.2
100000,1.2
101000,1.2
102000,1.2
103000,1.2
104000,1.0
105000,1.0
106000,1.0
107000,1.0
108000,1.0
109000,1.0
110000,1.0
111000,1.0
112000,1.0
113000,1.0
114000,1.0
115000,1.0
116000,1.1
117000,1.1
118000,1.1
119000,1.1
120000,1.1
121000,1.1
122000,1.1
123000,1.1
124000,1.1
125000,1.1
126000,1.1
127000,1.1
128000,1.1
129000,1.1
130000,1.1
131000,1.1
132000,1.1
133000,1.1
134000,1.1
135000,1.1
136000,1.1
137000,1.1
138000,1.1
139000,1.1
140000,1.1
141000,1.1
142000,1.1
143000,1.1
144000,1.1
145000,1.1
146000,1.1
147000,1.1
148000,1.1
149000,1.1
150000,1.1
151000,1.1
152000,1.2
153000,1.2
154000,1.2
155000,1.2
156000,1.2
157000,1.2
158000,1.2
159000,1.2
160000,1.2
161000,1.2
162000,1.2
163000,1.2
164000,1.2
165000,1.2
166000,1.2
167000,1.2
168000,1.2
169000,1.2
170000,1.2
171000,1.2
172000,1.2
173000,1.2
174000,1.2
175000,1.2
176000,1.0
177000,1.0
178000,1.0
179000,1.0
180000,1.0
181000,1.0
182000,1.0
183000,1.0
184000,1.0
185000,1.0
186000,1.0
187000,1.0
188000,1.1
189000,1.1
190000,1.1
191000,1.1
192000,1.1
193000,1.1
194000,1.1
195000,1.1
196000,1.1
197000,1.1
198000,1.1
199000,1.1
200000,1.1
201000,1.1
202000,1.1
203000,1.1
204000,1.1
205000,1.1
206000,1.1
207000,1.1
208000,1.1
209000,1.1
210000,1.1
211000,1.1
212000,1.1
213000,1.1
214000,1.1
215000,1.1
216000,1.1
217000,1.1
218000,1.1
219000,1.1
220000,1.1
221000,1.1
222000,1.1
223000,1.2
224000,1.2
225000,1.2
226000,1.2
227000,1.2
228000,1.2
229000,1.2
230000,1.2
231000,1.2
232000,1.2
233000,1.2
234000,1.2
235000,1.2
236000,1.2
237000,1.2
238000,1.2
239000,1.2
240000,1.2
241000,1.2
242000,1.2
243000,1.2
244000,1.2
245000,1.2
246000,1.2
247000,1.0
248000,1.0
249000,1.0
250000,1.0
251000,1.0
252000,1.0
253000,1.0
254000,1.0
255000,1.0
256000,1.0
257000,1.0
258000,1.0
259000,1.0
260000,1.1
261000,1.1
262000,1.1
263000,1.1
264000,1.1
265000,1.1
266000,1.1
267000,1.1
268000,1.1
269000,1.1
270000,1.1
271000,1.1
272000,1.1
273000,1.1
274000,1.1
275000,1.1
276000,1.1
277000,1.1
278000,1.1
279000,1.1
280000,1.1
281000,1.1
282000,1.1
283000,1.1
284000,1.1
285000,1.1
286000,1.1
287000,1.1
288000,1.1
289000,1.1
290000,1.1
291000,1.1
292000,1.1
293000,1.1
294000,1.1
295000,1.1
296000,1.2
297000,1.2
298000,1.2
299000,1.2
300000,1.2
301000,1.2
302000,1.2
303000,1.2
304000,1.2
305000,1.2
306000,1.2
307000,1.2
308000,1.2
309000,1.2
310000,1.2
311000,1.2
312000,1.2
313000,1.2
314000,1.2
315000,1.2
316000,1.2
317000,1.2
318000,1.2
319000,1.2
320000,1.0
321000,1.0
322000,1.0
323000,1.0
324000,1.0
325000,1.0
326000,1.0
327000,1.0
328000,1.0
329000,1.0
330000,1.0
331000,1.0
332000,1.1
333000,1.1
334000,1.1
335000,1.1
336000,1.1
337000,1.1
338000,1.1
339000,1.1
340000,1.1
341000,1.1
342000,1.1
343000,1.1
344000,1.1
345000,1.1
346000,1.1
347000,1.1
348000,1.1
349000,1.1
350000,1.1
351000,1.1
352000,1.1
353000,1.1
354000,1.1
355000,1.1
356000,1.1
357000,1.1
358000,1.1
359000,1.1
360000,1.1
361000,1.1
362000,1.1
363000,1.1
364000,1.1
365000,1.1
366000,1.1
367000,1.2
368000,1.2
369000,1.2
370000,1.2
371000,1.2
372000,1.2
373000,1.2
374000,1.2
375000,1.2
376000,1.2
377000,1.2
378000,1.2
379000,1.2
380000,1.2
381000,1.2
382000,1.2
383000,1.2
384000,1.2
385000,1.2
386000,1.2
387000,1.2
388000,1.2
389000,1.2
390000,1.2
391000,1.0
392000,1.0
393000,1.0
394000,1.0
395000,1.0
396000,1.0
397000,1.0
398000,1.0
399000,1.0
400000,1.0
401000,1.0
402000,1.0
403000,1.0
404000,1.1
405000,1.1
406000,1.1
407000,1.1
408000,1.1
409000,1.1
410000,1.1
411000,1.1
412000,1.1
413000,1.1
414000,1.1
415000,1.1
416000,1.1
417000,1.1
418000,1.1
419000,1.1
420000,1.1
421000,1.1
422000,1.1
423000,1.1
424000,1.1
425000,1.1
426000,1.1
427000,1.1
428000,1.1
429000,1.1
430000,1.1
431000,1.1
432000,1.1
433000,1.1
434000,1.1
435000,1.1
436000,1.1
437000,1.1
438000,1.1
439000,1.1
440000,1.2
441000,1.2
442000,1.2
443000,1.2
444000,1.2
445000,1.2
446000,1.2
447000,1.2
448000,1.2
449000,1.2
450000,1.2
451000,1.2
452000,1.2
453000,1.2
454000,1.2
455000,1.2
456000,1.2
457000,1.2
458000,1.2
459000,1.2
460000,1.2
461000,1.2
462000,1.2
463000,1.2
464000,1.0
465000,1.0
466000,1.0
467000,1.0
468000,1.0
469000,1.0
470000,1.0
471000,1.0
472000,1.0
473000,1.0
474000,1.0
475000,1.0
476000,1.1
477000,1.1
478000,1.1
479000,1.1
480000,1.1
481000,1.1
482000,1.1
483000,1.1
484000,1.1
485000,1.1
486000,1.1
487000,1.1
488000,1.1
489000,1.1
490000,1.1
491000,1.1
492000,1.1
493000,1.1
494000,1.1
495000,1.1
496000,1.1
497000,1.1
498000,1.1
499000,1.1
500000,1.1
501000,1.1
502000,1.1
503000,1.1
504000,1.1
505000,1.1
506000,1.1
507000,1.1
508000,1.1
509000,1.1
510000,1.1
511000,1.1
512000,1.1
513000,1.1
514000,1.1
515000,1.1
516000,1.1
517000,1.1
518000,1.1
519000,1.1
520000,1.1
521000,1.1
522000,1.1
523000,1.1
524000,1.1
525000,1.1
526000,1.1
527000,1.1
528000,1.1
529000,1.1
530000,1.1
531000,1.1
532000,1.1
533000,1.1
534000,1.1
535000,1.1
536000,1.1
537000,1.1
538000,1.1
539000,1.1
540000,1.1
541000,1.1
542000,1.1
543000,1.1
544000,1.1
545000,1.1
546000,1.1
547000,1.1
548000,1.1
549000,1.1
550000,1.1
551000,1.1
552000,1.1
553000,1.1
554000,1.1
555000,1.1
556000,1.1
557000,1.0
558000,1.0
559000,1.0
560000,1.0
561000,1.0
562000,1.0
563000,1.0
564000,1.0
565000,1.0
566000,1.0
567000,1.0
568000,1.0
569000,1.0
570000,1.0
571000,1.0
572000,1.0
573000,1.0
574000,1.0
575000,1.0
576000,1.0
577000,1.0
578000,1.0
579000,1.0
580000,1.0
581000,1.0
582000,1.0
583000,1.0
584000,1.0
585000,1.0
586000,1.0
587000,1.0
588000,1.0
589000,1.0
590000,1.0
591000,1.0
592000,1.0
593000,1.0
594000,1.0
595000,1.0
596000,1.0
597000,1.0
598000,1.0
599000,1.0
600000,1.0
601000,1.0
602000,1.0
603000,1.0
604000,1.0
605000,1.0
606000,1.0
